session_index,question,level,number,text_len,score,source
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.4,559,0.8993,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.4 Если выполнение трудовых функций работника связано с необходимостью использования корпоративной мобильной связи, выдача SIM-карты /мобильного аппарата, установление лимита производится на основании письменной заявки работника (Приложение Б), подписанной генеральным директором."
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.5,467,0.9043,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.5 Пользование корпоративной мобильной связью осуществляется в пределах лимитов корпоративной мобильной связи, признаваемых достаточными для решения сотрудниками производственных задач в рамках должностных обязанностей (Приложение А)."
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.6,465,0.6706,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.6 В течение двух рабочих дней с момента подписания приказа, работнику выдается SIM-карта под подпись и (при необходимости) мобильный аппарат по акту приема-передачи по форме указанной в Приложении В. Возврат по форме в Приложении Г."
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.7,780,0.9708,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.7 В случаях, вызванных производственной необходимостью, установленный лимит корпоративной связи может быть изменен персонально. Изменение лимита производится на основании личного заявления сотрудника (Приложение</h3><p>О корпоративной мобильной связи</p><p>О корпоративной мобильной связи</p><li>Е) либо служебной записки непосредственного руководителя и приказа генерального директора с 1-го числа месяца, следующего за текущим.</li>"
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.8,427,0.7549,ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.8 На время отпуска или временной нетрудоспособности работника за ним сохраняется установленный лимит корпоративной связи в целях обеспечения оперативной связи в случае возникновения производственной необходимости.
32,Что будет если превысить лимиты корпоративной мобильной связи?,1,6,77,0.0,ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.1,500,0.6407,"ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.1 В качестве документального подтверждения расходов на корпоративную мобильную связь ответственное лицо организует получение от оператора, предоставляющего мобильную связь, детализации звонков по всем корпоративным номерам, используемым в Институте."
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.2,525,0.5151,ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.2 В случае превышения расходов на связь сверх установленного лимита удержание может не производится на основании согласованной с генеральным директором объяснительной записки. Данное исключение носит разовый характер и не влияет на изменение лимита в дальнейшем.
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.3,618,0.9493,"ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.3 При превышении установленного лимита корпоративной мобильной связи сумма расхода, не подтвержденная производственной необходимостью, подлежит либо оплате работником посредством удержания денежных средств из"
33,Что входит в персональные данные сотрудников?,1,2,321,0.0,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных
33,Что входит в персональные данные сотрудников?,2,2.1,1326,0.8817,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.1 Персональные данные работника - информация, необходимая работодателю в связи с трудовыми отношениями и касающиеся конкретного работника. Под информацией о работниках понимаются сведения о фактах, событиях и обстоятельствах жизни работника, позволяющие идентифицировать его личность."
33,Что входит в персональные данные сотрудников?,2,2.2,50,0.5029,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.2 В состав персональных данных работника входят:
33,Что входит в персональные данные сотрудников?,2,2.3,168,0.5101,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.3 Данные документы являются конфиденциальными, хотя, учитывая их массовость и единое место обработки и хранения - соответствующий гриф ограничения на них не ставится."
34,Какие данные являются персональными?,1,2,321,0.0,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных
34,Какие данные являются персональными?,2,2.1,1326,0.8577,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.1 Персональные данные работника - информация, необходимая работодателю в связи с трудовыми отношениями и касающиеся конкретного работника. Под информацией о работниках понимаются сведения о фактах, событиях и обстоятельствах жизни работника, позволяющие идентифицировать его личность."
34,Какие данные являются персональными?,2,2.2,50,0.5133,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.2 В состав персональных данных работника входят:
34,Какие данные являются персональными?,2,2.3,168,0.5037,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.3 Данные документы являются конфиденциальными, хотя, учитывая их массовость и единое место обработки и хранения - соответствующий гриф ограничения на них не ставится."
35,Какие задачи у финансового отдела?,1,3,8,0.0,ПЛ-13 → 3 Задачи
35,Какие задачи у финансового отдела?,2,3.1,313,0.0,"ПЛ-13 → 3 Задачи → 3.1 Ведение бухгалтерского учета, контроль за рациональным использованием материальных и финансовых ресурсов, обеспечение сохранности собственности Института."
35,Какие задачи у финансового отдела?,2,3.2,565,0.0,"ПЛ-13 → 3 Задачи → 3.2 Формирование полной и достоверной информации о деятельности Института и его имущественном положении, необходимой внутренним пользователям бухгалтерской отчетности - руководителям, учредителям, а также внешним инвесторам, кредиторам и другим пользователям бухгалтерской отчетности."
35,Какие задачи у финансового отдела?,2,3.3,821,0.0,"ПЛ-13 → 3 Задачи → 3.3 Обеспечение информацией, необходимой внутренним и внешним пользователям бухгалтерской отчетности для контроля за соблюдением законодательства Российской Федерации при осуществлении Институтом хозяйственных операций и их целесообразностью, наличием и движением имущества и обязательств, использованием материальных, трудовых и финансовых ресурсов в соответствии с утвержденными нормами, нормативами и сметами."
35,Какие задачи у финансового отдела?,2,3.4,329,0.0,ПЛ-13 → 3 Задачи → 3.4 Предотвращение отрицательных результатов хозяйственной деятельности Института и выявление внутрихозяйственных резервов для обеспечения ее финансовой устойчивости.
35,Какие задачи у финансового отдела?,2,3.5,347,0.0,"ПЛ-13 → 3 Задачи → 3.5 Организационно-методическое руководство, координация и контроль деятельности структурных подразделений организации по вопросам финансового контроля и бухгалтерского учета."
35,Какие задачи у финансового отдела?,2,3.6,299,0.0,ПЛ-13 → 3 Задачи → 3.6 Подготовка и представление руководству информационно-аналитических материалов о состоянии и перспективах развития бухгалтерского учета в Институте.
35,Какие задачи у финансового отдела?,2,3.7,281,0.0,"ПЛ-13 → 3 Задачи → 3.7 Совершенствование и внедрение новых методов организации работы, в том числе на основе использования современных информационных технологий."
35,Какие задачи у финансового отдела?,2,3.8,221,0.0,ПЛ-13 → 3 Задачи → 3.8 Участие в пределах своей компетенции в подготовке и исполнении управленческих решений руководства Института.
35,Какие задачи у финансового отдела?,1,2,45,0.0,ПЛ-13 → 2 ПОЛОЖЕНИЕ Об учетно-финансовом отделе «ПЛ-13»
36,Куда нужно класть файлы при регистрации архивов?,1,2,26,0.0,ИН-15-РегАрх → 2 Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,1,3,838,0.0,ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации
36,Куда нужно класть файлы при регистрации архивов?,2,3.10,788,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.10 Заполненный бланк в электронном виде передается в архив по электронной почте, с обязательным указанием в поле «тема» ХХ - ХХ (номер отдела-номер бланка) на имя Registrator. Название бланка должно содержать номер отдела, номер бланка и идентификационные признаки проектной (отчетной) документации, например: номер договора, сокращенное наименование вида работ/название скважины/месторождения."
36,Куда нужно класть файлы при регистрации архивов?,2,3.11,484,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.11 ОтвРег регистрирует поступление в базе данных источников информации F:\\\\DB\\\\_Registrator, F:\\\\DB\\\\_НД, оценивает качество сканирования, заполнение"
36,Куда нужно класть файлы при регистрации архивов?,2,3.12,350,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.12 В случае неудовлетворительного качества сканирования или некорректно заполненной регистрационной формы, бланк регистрации возвращается её автору с копией начальнику отдела."
36,Куда нужно класть файлы при регистрации архивов?,2,3.13,360,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.13 Документы, не требующие возврата: литература, нормативные документы, выполненные отчёты, а также CD выполненных отчетов идентифицируются инвентарным номером и хранятся в архиве."
36,Куда нужно класть файлы при регистрации архивов?,2,3.14,246,0.0,ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.14 ОтвРег по результатам архивирования формирует отчет об архивировании . Отчет хранится в электронном виде не менее 5 лет.
36,Куда нужно класть файлы при регистрации архивов?,2,3.15,328,0.0,ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.15 Отчет об архивировании формируется не позднее 5-ти рабочих дней с даты поступления бланка регистрации. Отчет является записью о результатах обработки информации.
36,Куда нужно класть файлы при регистрации архивов?,2,3.16,194,0.0,ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.16 Весь процесс архивирования информации должен быть закончен до возврата документации заказчику.
36,Куда нужно класть файлы при регистрации архивов?,2,3.17,373,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.17 Для возврата материалов, переданных во временное пользование, ответственный по проекту оформляет 2 экземпляра сопроводительной записки с перечнем документов подлежащих возврату:"
36,Куда нужно класть файлы при регистрации архивов?,2,3.18,654,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.18 При передаче документов «Сопроводительная записка» подписывается с обеих сторон. Один экземпляр с подписями сторон передается Заказчику, другой экземпляр возвращается в отдел и подшивается к делу проекта. Сопроводительной записка является обязательной записью о сохранности собственности заказчика."
36,Куда нужно класть файлы при регистрации архивов?,1,2,67,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации."
36,Куда нужно класть файлы при регистрации архивов?,2,3.1,377,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.1 Перед началом работ по проекту сотрудники должны ознакомиться с перечнем документов находящихся в архиве института. Такую информацию можно получить на внутреннем портале, вкладка архивы."
36,Куда нужно класть файлы при регистрации архивов?,2,3.2,365,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.2 В том случае если информации недостаточно, то необходимо сделать информационный запрос в организацию заказчика или другую стороннюю организацию, обладающую необходимой информацией."
36,Куда нужно класть файлы при регистрации архивов?,2,3.3,301,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.3 Запросы на приобретение нормативных документов и/или литературы должны быть завизированы начальником отдела делопроизводства и менеджмента качества."
36,Куда нужно класть файлы при регистрации архивов?,2,3.4,335,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.4 Факт передачи может быть зафиксирован документом передающей организации, т.е. сопроводительным письмом, запиской или актом о передаче информационных материалов и др."
36,Куда нужно класть файлы при регистрации архивов?,2,3.5,219,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.5 Все поступившие в институт ИсИн. должны быть зарегистрированы и сведения о них занесены в базу данных ИсИн."
36,Куда нужно класть файлы при регистрации архивов?,2,3.6,333,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.6 Сотрудник, принявший документы должен организовать обязательное сохранение документов - сканирование в PAPRPORT , сохранение на сервер (для файлов) или копирование."
36,Куда нужно класть файлы при регистрации архивов?,2,3.7,269,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.7 Ответственность за полноту и качество обработки документов (сохранение и регистрацию) несет начальник отдела, получивший информацию."
36,Куда нужно класть файлы при регистрации архивов?,2,3.8,341,0.0,"ИН-15-РегАрх → 2 Порядок приемки, регистрации и архивирования источников информации. → 3.8 Сканирование производится в папки соответственно каждому отделу P:\\\\PAPRPORT\\\\!Отделы. Сохранение электронных документов производится по следующему электронному адресу:"
37,Какая структура у каталогов диска P?,1,2,132,0.0,РИ-10-СтруктКат → 2 Основная часть
38,Что такое реестр экологических аспектов?,1,2,37,0.0,ПР-6.1.2-ИЭА → 2 Сводный реестр экологических аспектов
38,Что такое реестр экологических аспектов?,1,4,22,0.0,ПР-6.1.2-ИЭА → 4 Термины и сокращения
38,Что такое реестр экологических аспектов?,2,4.1,808,0.0,ПР-6.1.2-ИЭА → 4 Термины и сокращения → 4.1 Термины.
38,Что такое реестр экологических аспектов?,2,4.2,79,0.0,ПР-6.1.2-ИЭА → 4 Термины и сокращения → 4.2 Сокращения
39,Кому подчиняется полевая партия?,1,2,11,0.0,ПЛ-08-ПП → 2 Структура
39,Кому подчиняется полевая партия?,2,2.1,318,0.8406,"ПЛ-08-ПП → 2 Структура → 2.1 Полевая партия подчиняется непосредственно начальнику полевой партии Отдела, руководству Отдела и Института согласно утвержденной организационной структуре."
42,Что будет если превысить лимиты корпоративной мобильной связи?,1,4,54,0.0,ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.1,537,0.8969,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.1 В целях повышения оперативности и эффективности принятия управленческих решений, связанных с производственно-хозяйственной деятельностью, Институт за свой счет обеспечивает установленным категориям сотрудников возможность использования корпоративной мобильной связи."
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.2,283,0.8503,ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.2 Работники обеспечиваются корпоративной мобильной связью только на период работы в Институте путем выдачи работнику корпоративной SIM-карты.
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.3,369,0.9211,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.3 При отсутствии у работника мобильного аппарата для пользования корпоративной мобильной связью, ему вместе с корпоративной SIM-картой может выдаваться корпоративный мобильный аппарат."
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.4,559,0.8993,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.4 Если выполнение трудовых функций работника связано с необходимостью использования корпоративной мобильной связи, выдача SIM-карты /мобильного аппарата, установление лимита производится на основании письменной заявки работника (Приложение Б), подписанной генеральным директором."
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.5,467,0.9043,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.5 Пользование корпоративной мобильной связью осуществляется в пределах лимитов корпоративной мобильной связи, признаваемых достаточными для решения сотрудниками производственных задач в рамках должностных обязанностей (Приложение А)."
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.6,465,0.6706,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.6 В течение двух рабочих дней с момента подписания приказа, работнику выдается SIM-карта под подпись и (при необходимости) мобильный аппарат по акту приема-передачи по форме указанной в Приложении В. Возврат по форме в Приложении Г."
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.7,780,0.9708,"ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.7 В случаях, вызванных производственной необходимостью, установленный лимит корпоративной связи может быть изменен персонально. Изменение лимита производится на основании личного заявления сотрудника (Приложение</h3><p>О корпоративной мобильной связи</p><p>О корпоративной мобильной связи</p><li>Е) либо служебной записки непосредственного руководителя и приказа генерального директора с 1-го числа месяца, следующего за текущим.</li>"
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,4.8,427,0.7549,ПЛ-13-КМС → 4 Порядок предоставления корпоративной мобильной связи → 4.8 На время отпуска или временной нетрудоспособности работника за ним сохраняется установленный лимит корпоративной связи в целях обеспечения оперативной связи в случае возникновения производственной необходимости.
42,Что будет если превысить лимиты корпоративной мобильной связи?,1,6,77,0.0,ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.1,500,0.6407,"ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.1 В качестве документального подтверждения расходов на корпоративную мобильную связь ответственное лицо организует получение от оператора, предоставляющего мобильную связь, детализации звонков по всем корпоративным номерам, используемым в Институте."
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.2,525,0.5151,ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.2 В случае превышения расходов на связь сверх установленного лимита удержание может не производится на основании согласованной с генеральным директором объяснительной записки. Данное исключение носит разовый характер и не влияет на изменение лимита в дальнейшем.
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.3,618,0.9493,"ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.3 При превышении установленного лимита корпоративной мобильной связи сумма расхода, не подтвержденная производственной необходимостью, подлежит либо оплате работником посредством удержания денежных средств из"
43,Что входит в персональные данные сотрудников?,1,2,321,0.0,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных
43,Что входит в персональные данные сотрудников?,2,2.1,1326,0.8817,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.1 Персональные данные работника - информация, необходимая работодателю в связи с трудовыми отношениями и касающиеся конкретного работника. Под информацией о работниках понимаются сведения о фактах, событиях и обстоятельствах жизни работника, позволяющие идентифицировать его личность."
43,Что входит в персональные данные сотрудников?,2,2.2,50,0.5029,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.2 В состав персональных данных работника входят:
43,Что входит в персональные данные сотрудников?,2,2.3,168,0.5101,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.3 Данные документы являются конфиденциальными, хотя, учитывая их массовость и единое место обработки и хранения - соответствующий гриф ограничения на них не ставится."
44,Какие данные являются персональными?,1,2,321,0.0,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных
44,Какие данные являются персональными?,2,2.1,1326,0.8577,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.1 Персональные данные работника - информация, необходимая работодателю в связи с трудовыми отношениями и касающиеся конкретного работника. Под информацией о работниках понимаются сведения о фактах, событиях и обстоятельствах жизни работника, позволяющие идентифицировать его личность."
44,Какие данные являются персональными?,2,2.2,50,0.5133,ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.2 В состав персональных данных работника входят:
44,Какие данные являются персональными?,2,2.3,168,0.5037,"ПЛ-20-ЗПДР → 2 Понятие и состав персональных данных → 2.3 Данные документы являются конфиденциальными, хотя, учитывая их массовость и единое место обработки и хранения - соответствующий гриф ограничения на них не ставится."
45,Какие задачи у финансового отдела?,1,3,8,0.0,ПЛ-13 → 3 Задачи
45,Какие задачи у финансового отдела?,2,3.1,313,0.0,"ПЛ-13 → 3 Задачи → 3.1 Ведение бухгалтерского учета, контроль за рациональным использованием материальных и финансовых ресурсов, обеспечение сохранности собственности Института."
45,Какие задачи у финансового отдела?,2,3.2,565,0.0,"ПЛ-13 → 3 Задачи → 3.2 Формирование полной и достоверной информации о деятельности Института и его имущественном положении, необходимой внутренним пользователям бухгалтерской отчетности - руководителям, учредителям, а также внешним инвесторам, кредиторам и другим пользователям бухгалтерской отчетности."
45,Какие задачи у финансового отдела?,2,3.3,821,0.0,"ПЛ-13 → 3 Задачи → 3.3 Обеспечение информацией, необходимой внутренним и внешним пользователям бухгалтерской отчетности для контроля за соблюдением законодательства Российской Федерации при осуществлении Институтом хозяйственных операций и их целесообразностью, наличием и движением имущества и обязательств, использованием материальных, трудовых и финансовых ресурсов в соответствии с утвержденными нормами, нормативами и сметами."
45,Какие задачи у финансового отдела?,2,3.4,329,0.0,ПЛ-13 → 3 Задачи → 3.4 Предотвращение отрицательных результатов хозяйственной деятельности Института и выявление внутрихозяйственных резервов для обеспечения ее финансовой устойчивости.
45,Какие задачи у финансового отдела?,2,3.5,347,0.0,"ПЛ-13 → 3 Задачи → 3.5 Организационно-методическое руководство, координация и контроль деятельности структурных подразделений организации по вопросам финансового контроля и бухгалтерского учета."
45,Какие задачи у финансового отдела?,2,3.6,299,0.0,ПЛ-13 → 3 Задачи → 3.6 Подготовка и представление руководству информационно-аналитических материалов о состоянии и перспективах развития бухгалтерского учета в Институте.
45,Какие задачи у финансового отдела?,2,3.7,281,0.0,"ПЛ-13 → 3 Задачи → 3.7 Совершенствование и внедрение новых методов организации работы, в том числе на основе использования современных информационных технологий."
45,Какие задачи у финансового отдела?,2,3.8,221,0.0,ПЛ-13 → 3 Задачи → 3.8 Участие в пределах своей компетенции в подготовке и исполнении управленческих решений руководства Института.
45,Какие задачи у финансового отдела?,1,2,45,0.0,ПЛ-13 → 2 ПОЛОЖЕНИЕ Об учетно-финансовом отделе «ПЛ-13»
46,Куда нужно класть файлы при регистрации архивов?,1,2,26,0.0,ИН-15-РегАрх → 2 Лист регистрации изменений
46,Куда нужно класть файлы при регистрации архивов?,1,3,838,0.0,ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации
46,Куда нужно класть файлы при регистрации архивов?,2,3.10,788,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.10 Заполненный бланк в электронном виде передается в архив по электронной почте, с обязательным указанием в поле «тема» ХХ - ХХ (номер отдела-номер бланка) на имя Registrator. Название бланка должно содержать номер отдела, номер бланка и идентификационные признаки проектной (отчетной) документации, например: номер договора, сокращенное наименование вида работ/название скважины/месторождения."
46,Куда нужно класть файлы при регистрации архивов?,2,3.11,484,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.11 ОтвРег регистрирует поступление в базе данных источников информации F:\\\\DB\\\\_Registrator, F:\\\\DB\\\\_НД, оценивает качество сканирования, заполнение"
46,Куда нужно класть файлы при регистрации архивов?,2,3.12,350,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.12 В случае неудовлетворительного качества сканирования или некорректно заполненной регистрационной формы, бланк регистрации возвращается её автору с копией начальнику отдела."
46,Куда нужно класть файлы при регистрации архивов?,2,3.13,360,0.0,"ИН-15-РегАрх → 3 F:\\\\ !Шаблоны документов\\\\Бланки регистрации → 3.13 Документы, не требующие возврата: литература, нормативные документы, выполненные отчёты, а также CD выполненных отчетов идентифицируются инвентарным номером и хранятся в архиве."
