session_index,question,rank_in_log,score,dense_score,sparse_score,sum_score,title
21,Каким видом транспорта можно ездить в командировки?,137,0.7894,0.66,0.0,0.79,2 Нормативные ссылки
21,Каким видом транспорта можно ездить в командировки?,138,0.778,0.65,0.0,0.78,1 Общие положения
21,Каким видом транспорта можно ездить в командировки?,139,0.8031,0.65,0.0,0.8,3 Термины и определения
21,Каким видом транспорта можно ездить в командировки?,140,0.7185,0.64,0.0,0.72,Приложение В
21,Каким видом транспорта можно ездить в командировки?,141,0.7487,0.64,0.0,0.75,Приложение Б
21,Каким видом транспорта можно ездить в командировки?,142,0.749,0.63,0.0,0.75,СОГЛАСОВАНО:
21,Каким видом транспорта можно ездить в командировки?,143,0.6359,0.6,0.0,0.64,Приложение Д
22,Какого класса билет на самолет можно купить при командировке?,1,0.7914,0.79,0.0,0.76,"5.2 Транспортные расходы планируются, исходя из следующего:"
22,Какого класса билет на самолет можно купить при командировке?,2,0.7765,0.78,0.0,0.77,Приложение А
22,Какого класса билет на самолет можно купить при командировке?,3,0.7663,0.77,0.0,0.76,До начала командировки
22,Какого класса билет на самолет можно купить при командировке?,4,0.7842,0.76,0.0,0.78,"6.6 При направлении сотрудника в однодневную командировку, оформляется приказ о командировании на общих условиях. Суточные не выплачиваются (п.11 Положения, утв. Постановлением Правительства РФ от 13.10.2008 г № 749)."
22,Какого класса билет на самолет можно купить при командировке?,5,0.757,0.76,0.0,0.75,3.2 К служебным командировкам не относятся:
22,Какого класса билет на самолет можно купить при командировке?,6,0.7556,0.76,0.0,0.76,"8.3 При командировании за границу, время пребывания в командировке определяется по отметкам в паспорте при прохождении паспортного контроля на таможне"
22,Какого класса билет на самолет можно купить при командировке?,7,0.7581,0.75,0.0,0.76,"9.2 Отчет о командировке согласуется с начальником отдела, утверждается генеральным директором или первым заместителем генерального директора."
22,Какого класса билет на самолет можно купить при командировке?,8,0.7466,0.75,0.0,0.74,10 Отмена командировки
22,Какого класса билет на самолет можно купить при командировке?,9,0.7426,0.74,0.66,0.68,Доплата за командировку
22,Какого класса билет на самолет можно купить при командировке?,10,0.7574,0.73,0.0,0.76,2.1 Постановление Правительства РФ от 13 октября 2008 г. N 749 «Об особенностях направления работников в служебные командировки»
22,Какого класса билет на самолет можно купить при командировке?,11,0.7678,0.73,0.77,0.72,"5.5 Во время нахождения сотрудника в служебной командировке все звонки, произведенные вне рабочего времени (в том числе в выходные и праздничные дни), подлежат оплате Институтом в пределах установленного лимита."
22,Какого класса билет на самолет можно купить при командировке?,12,0.7268,0.73,0.55,0.67,7.11
22,Какого класса билет на самолет можно купить при командировке?,13,0.7298,0.72,0.0,0.73,"1.2 Порядок организации командировок, изложенный в Положении, является обязательным для всех сотрудников Института."
22,Какого класса билет на самолет можно купить при командировке?,14,0.7292,0.72,0.0,0.73,Служебная записка об отмене командировки
22,Какого класса билет на самолет можно купить при командировке?,15,0.7273,0.72,0.0,0.73,7 Организация работы командированного сотрудника
22,Какого класса билет на самолет можно купить при командировке?,16,0.7186,0.72,0.0,0.7,ЗАЯВКА на предоставление корпоративной мобильной связи
22,Какого класса билет на самолет можно купить при командировке?,17,0.7305,0.72,0.0,0.73,ПОЛОЖЕНИЕ О командировках в АО «ВолгоградНИПИнефть» «ПЛ-13-К»
22,Какого класса билет на самолет можно купить при командировке?,18,0.7132,0.71,0.0,0.68,6.2 Порядок работы со служебными записками
22,Какого класса билет на самолет можно купить при командировке?,19,0.7354,0.71,0.0,0.74,4.2 Командировка сотрудника может быть инициирована:
22,Какого класса билет на самолет можно купить при командировке?,20,0.7076,0.71,0.0,0.68,АКТ
22,Какого класса билет на самолет можно купить при командировке?,21,0.7074,0.71,0.0,0.0,10 Порядок допуска к коммерческой тайне
22,Какого класса билет на самолет можно купить при командировке?,22,0.7037,0.7,0.0,0.69,"8.2 Очередность предоставления оплачиваемых отпусков определяется ежегодно в соответствии с графиком отпусков, утверждаемыми не позднее, чем за две недели до наступления календарного года"
22,Какого класса билет на самолет можно купить при командировке?,23,0.7037,0.7,0.0,0.0,Список сотрудников ответственных за внешние поставки
22,Какого класса билет на самолет можно купить при командировке?,24,0.7026,0.7,0.0,0.0,Об учетно-финансовом отделе
22,Какого класса билет на самолет можно купить при командировке?,25,0.7017,0.7,0.0,0.0,Настройка и обслуживание ЛВС
22,Какого класса билет на самолет можно купить при командировке?,26,0.7004,0.7,0.0,0.0,Об учетно-финансовом отделе
22,Какого класса билет на самолет можно купить при командировке?,27,0.7,0.7,0.6,0.69,Размер материальной помощи
22,Какого класса билет на самолет можно купить при командировке?,28,0.6994,0.7,0.0,0.0,3.3 Запросы на приобретение нормативных документов и/или литературы должны быть завизированы начальником отдела делопроизводства и менеджмента качества.
22,Какого класса билет на самолет можно купить при командировке?,29,0.6988,0.7,0.0,0.68,1.2 Инструкция определяет порядок действий и согласований при внешних поставках:
22,Какого класса билет на самолет можно купить при командировке?,30,0.6975,0.7,0.0,0.68,7 Порядок отнесения сведений к коммерческой тайне
22,Какого класса билет на самолет можно купить при командировке?,31,0.6974,0.7,0.0,0.0,Приложение 2 Исходные данные для составления смет.
22,Какого класса билет на самолет можно купить при командировке?,32,0.6973,0.7,0.59,0.0,"Первый экземпляр остается в УФО, заносится в электронный реестр договоров, распечатыва- ется и хранится в папке «Расход- ные договоры»"
22,Какого класса билет на самолет можно купить при командировке?,33,0.7097,0.7,0.56,0.71,4 Порядок предоставления корпоративной мобильной связи
22,Какого класса билет на самолет можно купить при командировке?,34,0.7441,0.0,0.0,0.74,Приложение Б
22,Какого класса билет на самолет можно купить при командировке?,35,0.7398,0.0,0.0,0.74,СОГЛАСОВАНО:
22,Какого класса билет на самолет можно купить при командировке?,36,0.7305,0.0,0.0,0.73,ПЛ-13-К
22,Какого класса билет на самолет можно купить при командировке?,37,0.7139,0.0,0.0,0.71,8 Требования к транспортированию отходов
22,Какого класса билет на самолет можно купить при командировке?,38,0.7013,0.0,0.56,0.7,9 Требования к передаче отходов сторонним специализированным организациям
22,Какого класса билет на самолет можно купить при командировке?,39,0.6967,0.0,0.0,0.7,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
22,Какого класса билет на самолет можно купить при командировке?,40,0.696,0.0,0.0,0.7,ИНСТРУКЦИЯ Внешние поставки «ИН-01-ВП»
22,Какого класса билет на самолет можно купить при командировке?,41,0.696,0.0,0.0,0.7,ИН-01-ВП
22,Какого класса билет на самолет можно купить при командировке?,42,0.6938,0.0,0.0,0.69,Примечания
22,Какого класса билет на самолет можно купить при командировке?,43,0.6926,0.0,0.0,0.69,1 Назначение
22,Какого класса билет на самолет можно купить при командировке?,44,0.6901,0.0,0.0,0.69,2 Структура
22,Какого класса билет на самолет можно купить при командировке?,45,0.6896,0.0,0.0,0.69,ЛИСТ СОГЛАСОВАНИЯ ДОГОВОРА
22,Какого класса билет на самолет можно купить при командировке?,46,0.6884,0.0,0.0,0.69,2 Область применения
22,Какого класса билет на самолет можно купить при командировке?,47,0.6883,0.0,0.0,0.69,2 Структура
22,Какого класса билет на самолет можно купить при командировке?,48,0.6881,0.0,0.0,0.69,"Приложение 3 Образец документа, заверенного генеральным директором."
22,Какого класса билет на самолет можно купить при командировке?,49,0.6874,0.0,0.0,0.69,4 Функции
22,Какого класса билет на самолет можно купить при командировке?,50,0.6865,0.0,0.0,0.69,Приложение Е
22,Какого класса билет на самолет можно купить при командировке?,51,0.6864,0.0,0.58,0.69,1 Общие положения
22,Какого класса билет на самолет можно купить при командировке?,52,0.6864,0.0,0.0,0.69,4 Персонал
22,Какого класса билет на самолет можно купить при командировке?,53,0.686,0.0,0.0,0.69,"8 Сведения, составляющие коммерческую тайну"
22,Какого класса билет на самолет можно купить при командировке?,54,0.6853,0.0,0.0,0.69,Приложение Д
22,Какого класса билет на самолет можно купить при командировке?,55,0.685,0.0,0.0,0.68,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
22,Какого класса билет на самолет можно купить при командировке?,56,0.6844,0.0,0.0,0.68,1 Общие положения
22,Какого класса билет на самолет можно купить при командировке?,57,0.6843,0.0,0.0,0.68,2 Область применения
22,Какого класса билет на самолет можно купить при командировке?,58,0.6842,0.0,0.0,0.68,Приложение 6. Формы журналов отдела:
22,Какого класса билет на самолет можно купить при командировке?,59,0.6838,0.0,0.55,0.68,АО «ВолгоградНИПИнефть»
22,Какого класса билет на самолет можно купить при командировке?,60,0.6835,0.0,0.0,0.68,"7 Материальная ответственность работника, использующего корпоративную SIM-карту и корпоративный мобильный аппарат"
22,Какого класса билет на самолет можно купить при командировке?,61,0.6823,0.0,0.0,0.68,11 . Порядок прекращения допуска к коммерческой тайне
22,Какого класса билет на самолет можно купить при командировке?,62,0.681,0.0,0.0,0.68,Организация договорной работы
22,Какого класса билет на самолет можно купить при командировке?,63,0.6809,0.0,0.0,0.68,"6 Оценка, выбор и переоценка поставщиков."
22,Какого класса билет на самолет можно купить при командировке?,64,0.6802,0.0,0.0,0.68,5 Порядок приема и перевода работника на дистанционную работу
22,Какого класса билет на самолет можно купить при командировке?,65,0.679,0.0,0.0,0.68,Организация договорной работы
22,Какого класса билет на самолет можно купить при командировке?,66,0.678,0.0,0.0,0.68,2 Структура
22,Какого класса билет на самолет можно купить при командировке?,67,0.6768,0.0,0.0,0.68,Приложение 5. Шаблоны бланков документированной информации отдела.
22,Какого класса билет на самолет можно купить при командировке?,68,0.6767,0.0,0.0,0.68,7 Материальная помощь
22,Какого класса билет на самолет можно купить при командировке?,69,0.6766,0.0,0.0,0.68,ПОЛОЖЕНИЕ Об оплате и стимулировании труда персонала «ПЛ-13-ОСТП»
22,Какого класса билет на самолет можно купить при командировке?,70,0.6766,0.0,0.0,0.68,ПЛ-13-ОСТП
22,Какого класса билет на самолет можно купить при командировке?,71,0.6761,0.0,0.64,0.68,Приложение 6. Формы журналов отдела
22,Какого класса билет на самолет можно купить при командировке?,72,0.6757,0.0,0.0,0.68,8 Управление исходящей документацией
22,Какого класса билет на самолет можно купить при командировке?,73,0.6755,0.0,0.57,0.68,Приложение 3. Кадровая документация отдела
22,Какого класса билет на самолет можно купить при командировке?,74,0.6755,0.0,0.0,0.68,1 ОБЩИЕ ПОЛОЖЕНИЯ
22,Какого класса билет на самолет можно купить при командировке?,75,0.6753,0.0,0.0,0.68,"4 Термины, обозначения, сокращения"
22,Какого класса билет на самолет можно купить при командировке?,76,0.675,0.0,0.0,0.68,Приложение В
22,Какого класса билет на самолет можно купить при командировке?,77,0.6748,0.0,0.0,0.67,Приложение В
22,Какого класса билет на самолет можно купить при командировке?,78,0.6746,0.0,0.0,0.67,ИНСТРУКЦИЯ По подготовке тендерного предложения «ИН-01-ПТП»
22,Какого класса билет на самолет можно купить при командировке?,79,0.6746,0.0,0.0,0.67,ИН-01-ПТП
22,Какого класса билет на самолет можно купить при командировке?,80,0.6744,0.0,0.0,0.67,7 Стадия проектирования
22,Какого класса билет на самолет можно купить при командировке?,81,0.6743,0.0,0.0,0.67,Организация договорной работы
22,Какого класса билет на самолет можно купить при командировке?,82,0.6738,0.0,0.0,0.67,3 Термины и определения
22,Какого класса билет на самолет можно купить при командировке?,83,0.6737,0.0,0.0,0.67,2 Область применения
22,Какого класса билет на самолет можно купить при командировке?,84,0.7378,0.0,0.74,0.0,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
22,Какого класса билет на самолет можно купить при командировке?,85,0.6974,0.0,0.7,0.0,7 Последовательность формирования реестров экологических аспектов
22,Какого класса билет на самолет можно купить при командировке?,86,0.6882,0.0,0.69,0.0,Проекты договоров
22,Какого класса билет на самолет можно купить при командировке?,87,0.6836,0.0,0.68,0.0,"Оформление договоров на выполнение работ, оказание услуг"
22,Какого класса билет на самолет можно купить при командировке?,88,0.6686,0.0,0.67,0.0,5.3 Идентификация экологических аспектов
22,Какого класса билет на самолет можно купить при командировке?,89,0.6651,0.0,0.67,0.0,5.1 Последовательность идентификации экологических аспектов
22,Какого класса билет на самолет можно купить при командировке?,90,0.6585,0.0,0.66,0.0,4.1 Оформление доходных и расходных договоров на выполнение работ в соответствии с инструкцией «Организация договорной работы» (ИН-05-ДР) и рабочей инструкцией «Организация работ по расходным договорам» (РИ-13РД).
22,Какого класса билет на самолет можно купить при командировке?,91,0.6334,0.0,0.63,0.0,1 Назначение
22,Какого класса билет на самолет можно купить при командировке?,92,0.6269,0.0,0.63,0.0,"Приложение 7. Выпуск продукции на 20__ г. на основании заключенных договоров, с НДС."
22,Какого класса билет на самолет можно купить при командировке?,93,0.6193,0.0,0.62,0.0,4.1 Термины.
22,Какого класса билет на самолет можно купить при командировке?,94,0.6173,0.0,0.62,0.0,"6.5 Работники ставят работодателя в известность об изменении фамилии, имени, отчества, даты рождения, что получает отражение в трудовой книжке на основании представленных документов. При необходимости изменяются данные об образовании, профессии, специальности, присвоении нового разряда, адреса регистрации и пр."
22,Какого класса билет на самолет можно купить при командировке?,95,0.6167,0.0,0.62,0.0,Итоговый реестр существенных экологических аспектов
22,Какого класса билет на самолет можно купить при командировке?,96,0.6063,0.0,0.61,0.0,Процедура Идентификация экологических аспектов ПР-6.1.2-ИЭА
22,Какого класса билет на самолет можно купить при командировке?,97,0.6022,0.0,0.6,0.0,ПР-6.1.2-ИЭА
22,Какого класса билет на самолет можно купить при командировке?,98,0.6021,0.0,0.6,0.0,"6.4 Невыполнение приказов, указаний и распоряжений по Институту."
22,Какого класса билет на самолет можно купить при командировке?,99,0.5999,0.0,0.6,0.0,3 Метрологическое обеспечение
22,Какого класса билет на самолет можно купить при командировке?,100,0.5997,0.0,0.6,0.0,"3.5 Проводить мониторинг тендерных предложений и готовить тендерную документацию на право заключения договоров (контрактов) на выполнение работ, оказание услуг, относящихся к сфере деятельности отдела геологии согласно требованиям инструкции «По подготовке тендерного предложения» (ИН-01ПТП)"
22,Какого класса билет на самолет можно купить при командировке?,101,0.5951,0.0,0.6,0.0,"4 Термины, обозначения"
22,Какого класса билет на самолет можно купить при командировке?,102,0.5932,0.0,0.59,0.0,Обработка результатов измерений
22,Какого класса билет на самолет можно купить при командировке?,103,0.5892,0.0,0.59,0.0,Компьютерная справочная правовая система ГАРАНТ
22,Какого класса билет на самолет можно купить при командировке?,104,0.5846,0.0,0.58,0.0,6.12 Накопление ТКО
22,Какого класса билет на самолет можно купить при командировке?,105,0.5817,0.0,0.58,0.0,Маркетинговая информация
22,Какого класса билет на самолет можно купить при командировке?,106,0.5796,0.0,0.58,0.0,6.8 В этом случае дистанционному работнику выплачивается компенсация за использование принадлежащего ему или арендованного им оборудования. Размер компенсации согласовывается в трудовом договоре или в дополнительном соглашении генеральным директором.
22,Какого класса билет на самолет можно купить при командировке?,107,0.5792,0.0,0.58,0.0,Идентификация экологических аспектов
22,Какого класса билет на самолет можно купить при командировке?,108,0.5775,0.0,0.58,0.0,Сводный реестр экологических аспектов
22,Какого класса билет на самолет можно купить при командировке?,109,0.5769,0.0,0.58,0.0,"4.5 Разработка геологических разделов для проектов на ликвидацию, консервацию, расконсервацию (восстановление) скважин."
22,Какого класса билет на самолет можно купить при командировке?,110,0.5744,0.0,0.57,0.0,"3.10 Анализировать, по мере необходимости актуализирует и согласовывает с руководством документы ИСМ"
22,Какого класса билет на самолет можно купить при командировке?,111,0.574,0.0,0.57,0.0,"4.2 Выполнение маркшейдерских съёмок, вынос в натуру скважин, создание, обновление, расширение опорных маркшейдерских сетей, создание соответствующих отчётов."
22,Какого класса билет на самолет можно купить при командировке?,112,0.571,0.0,0.57,0.0,12 Перечень нормативных документов по контролю качества выпускаемой продукции
22,Какого класса билет на самолет можно купить при командировке?,113,0.5705,0.0,0.57,0.0,СОГЛАСОВАНО:
22,Какого класса билет на самолет можно купить при командировке?,114,0.5705,0.0,0.57,0.0,"1.2 Настоящее Положение разработано на основании статей Конституции РФ, Трудового Кодекса РФ, Кодекса об административных правонарушениях РФ, Гражданского Кодекса РФ, Уголовного Кодекса РФ, а также Федерального закона «Об информации, информатизации и защите информации»."
22,Какого класса билет на самолет можно купить при командировке?,115,0.57,0.0,0.57,0.0,"3.4 Своевременное и качественное проведение (по договору) предусмотренного  нормативными  требованиями  комплекса  маркшейдерских работ, достаточных для обеспечения безопасного ведения работ, связанных с пользованием недрами, наиболее полного извлечения из недр запасов залегающих полезных ископаемых, обеспечения технологического цикла горных, строительно-монтажных и иных видов работ, а также для прогнозирования опасных ситуаций при проведении таких работ."
22,Какого класса билет на самолет можно купить при командировке?,116,0.5675,0.0,0.57,0.0,Повременно-премиальная система оплаты труда
22,Какого класса билет на самолет можно купить при командировке?,117,0.5638,0.0,0.56,0.0,"8.7 Оборудованию, поступившему на баланс Института, присваиваются инвентарные номера, и ведётся его регистрация в УФО."
22,Какого класса билет на самолет можно купить при командировке?,118,0.5635,0.0,0.56,0.0,3 Нормативные ссылки
22,Какого класса билет на самолет можно купить при командировке?,119,0.5628,0.0,0.56,0.0,6.6 К местам (площадкам) накопления отходов предъявляются следующие требования:
22,Какого класса билет на самолет можно купить при командировке?,120,0.558,0.0,0.56,0.0,"6.6 Неисправное состояние оборудования, приборов, инструментов и хозяйственного инвентаря."
22,Какого класса билет на самолет можно купить при командировке?,121,0.5573,0.0,0.56,0.0,"3.6 Все меры конфиденциальности при сборе, обработке и хранении персональных данных сотрудника распространяются как на бумажные, так и на электронные (автоматизированные) носители информации"
22,Какого класса билет на самолет можно купить при командировке?,122,0.5558,0.0,0.56,0.0,"1.9 Кодекс закрепляет общие ценности, принципы и правила поведения, такие как:"
22,Какого класса билет на самолет можно купить при командировке?,123,0.5558,0.0,0.56,0.0,"8.2 Порядок предоставления дистанционному работнику ежегодного оплачиваемого отпуска и иных видов отпусков определяется локальным нормативным актом, трудовым договором в соответствии с ТК РФ и иными актами, содержащими нормы трудового права."
22,Какого класса билет на самолет можно купить при командировке?,124,0.552,0.0,0.55,0.0,1 Назначение
22,Какого класса билет на самолет можно купить при командировке?,125,0.5505,0.0,0.55,0.0,8 Начисление и выплата заработной платы
22,Какого класса билет на самолет можно купить при командировке?,126,0.5489,0.0,0.55,0.0,3.2 В целях обеспечения прав и свобод человека и гражданина работодатель и его представители при обработке персональных данных работника обязаны соблюдать следующие общие требования:
22,Какого класса билет на самолет можно купить при командировке?,127,0.7765,0.78,0.0,0.77,Приложение А
22,Какого класса билет на самолет можно купить при командировке?,128,0.7635,0.76,0.0,0.76,5 Бюджет командировки
22,Какого класса билет на самолет можно купить при командировке?,129,0.7552,0.75,0.0,0.76,8 Срок и режим командировки
22,Какого класса билет на самолет можно купить при командировке?,130,0.7466,0.75,0.0,0.74,10 Отмена командировки
22,Какого класса билет на самолет можно купить при командировке?,131,0.7649,0.74,0.0,0.76,Приложение Г
22,Какого класса билет на самолет можно купить при командировке?,132,0.7581,0.72,0.0,0.76,9 Окончание работ. Отчет о командировке
22,Какого класса билет на самолет можно купить при командировке?,133,0.7273,0.72,0.0,0.73,7 Организация работы командированного сотрудника
22,Какого класса билет на самолет можно купить при командировке?,134,0.7305,0.72,0.0,0.73,ПОЛОЖЕНИЕ О командировках в АО «ВолгоградНИПИнефть» «ПЛ-13-К»
22,Какого класса билет на самолет можно купить при командировке?,135,0.7354,0.71,0.0,0.74,4 Командировки
22,Какого класса билет на самолет можно купить при командировке?,136,0.7842,0.69,0.0,0.78,6 Организация командировки
22,Какого класса билет на самолет можно купить при командировке?,137,0.7298,0.66,0.0,0.73,1 Общие положения
22,Какого класса билет на самолет можно купить при командировке?,138,0.7441,0.66,0.0,0.74,Приложение Б
22,Какого класса билет на самолет можно купить при командировке?,139,0.7292,0.66,0.0,0.73,Приложение В
22,Какого класса билет на самолет можно купить при командировке?,140,0.7398,0.65,0.0,0.74,СОГЛАСОВАНО:
22,Какого класса билет на самолет можно купить при командировке?,141,0.7538,0.64,0.0,0.75,3 Термины и определения
22,Какого класса билет на самолет можно купить при командировке?,142,0.7574,0.64,0.0,0.76,2 Нормативные ссылки
22,Какого класса билет на самолет можно купить при командировке?,143,0.6524,0.62,0.0,0.65,Приложение Д
23,Какого класса поездка может быть на самолете?,1,0.7755,0.78,0.0,0.73,"5.2 Транспортные расходы планируются, исходя из следующего:"
23,Какого класса поездка может быть на самолете?,2,0.7387,0.74,0.0,0.74,3.2 К служебным командировкам не относятся:
23,Какого класса поездка может быть на самолете?,3,0.7326,0.73,0.0,0.73,Заявка на оформление приказа на командировку и получения денежных средств
23,Какого класса поездка может быть на самолете?,4,0.732,0.73,0.0,0.72,"6.5 Не допускается направление в командировку и выдача аванса сотрудникам, не отчитавшимся об израсходованных средствах в предыдущей командировке (срок отчетности - 3 дня). Днем выезда работника в командировку считается"
23,Какого класса поездка может быть на самолете?,5,0.7307,0.73,0.0,0.73,"Документы, подтверждающие расходы на проезд"
23,Какого класса поездка может быть на самолете?,6,0.7211,0.72,0.0,0.7,"5.1 Отходы в зависимости от степени негативного воздействия на окружающую среду подразделяются  в  соответствии  с  критериями,  установленными  федеральным органом исполнительной власти, осуществляющим государственное регулирование в области охраны окружающей среды, на пять классов опасности:"
23,Какого класса поездка может быть на самолете?,7,0.7162,0.72,0.0,0.72,8 Срок и режим командировки
23,Какого класса поездка может быть на самолете?,8,0.7418,0.71,0.56,0.74,8.4 Транспортирование отходов V класса опасности
23,Какого класса поездка может быть на самолете?,9,0.7096,0.71,0.0,0.0,4.7 Обслуживание ЛВС.
23,Какого класса поездка может быть на самолете?,10,0.7118,0.71,0.0,0.71,"9.2 Отходы III-IV классов опасности передаются сторонним специализированным организациям только при наличии заключенного договора. Организация должна иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I-IV классов опасности, в приложении к которой обязательно должны быть прописаны те виды"
23,Какого класса поездка может быть на самолете?,11,0.7077,0.71,0.0,0.0,7.3 При заполнении реестра риска используются следующие шкалы (приложение В данной инструкции)
23,Какого класса поездка может быть на самолете?,12,0.7044,0.7,0.0,0.7,"9.2 Отчет о командировке согласуется с начальником отдела, утверждается генеральным директором или первым заместителем генерального директора."
23,Какого класса поездка может быть на самолете?,13,0.6987,0.7,0.0,0.69,"1.1 Настоящее Положение определяет особенности порядка направления в служебные командировки сотрудников АО «ВолгоградНИПИнефть» (далее по тексту Институт) как на территории России, так и на территории иностранных государств."
23,Какого класса поездка может быть на самолете?,14,0.6986,0.7,0.59,0.68,ЗАЯВКА на предоставление корпоративной мобильной связи
23,Какого класса поездка может быть на самолете?,15,0.698,0.7,0.0,0.0,Общие сведения
23,Какого класса поездка может быть на самолете?,16,0.6974,0.7,0.0,0.69,10 Отмена командировки
23,Какого класса поездка может быть на самолете?,17,0.6961,0.7,0.0,0.0,Требования к компьютерам:
23,Какого класса поездка может быть на самолете?,18,0.6957,0.7,0.0,0.0,Риски
23,Какого класса поездка может быть на самолете?,19,0.6954,0.7,0.63,0.0,"6.8 Отходы II класса опасности должны накапливаться в закрытом подсобном помещении (или его части) с твердым покрытием пола в случае необходимости в герметичной таре, раздельно с другими видами отходов. Допускается накопление на стеллажах."
23,Какого класса поездка может быть на самолете?,20,0.7053,0.7,0.0,0.71,"8.4 Работники, совмещающие работу с обучением, имеют право на дополнительные отпуска с сохранением среднего заработка в соответствии со статьей 173 ТК РФ"
23,Какого класса поездка может быть на самолете?,21,0.6952,0.7,0.0,0.0,Общие сведения
23,Какого класса поездка может быть на самолете?,22,0.7134,0.69,0.0,0.71,4.2 Командировка сотрудника может быть инициирована:
23,Какого класса поездка может быть на самолете?,23,0.6942,0.69,0.6,0.68,"6.11 Отходы IV-V классов опасности, предназначенные для захоронения на полигоне"
23,Какого класса поездка может быть на самолете?,24,0.7065,0.69,0.0,0.71,2.1 Постановление Правительства РФ от 13 октября 2008 г. N 749 «Об особенностях направления работников в служебные командировки»
23,Какого класса поездка может быть на самолете?,25,0.6925,0.69,0.0,0.0,Общие сведения
23,Какого класса поездка может быть на самолете?,26,0.692,0.69,0.0,0.0,Настройка и обслуживание ЛВС
23,Какого класса поездка может быть на самолете?,27,0.6911,0.69,0.0,0.0,Приложение 3. Перечень программного обеспечения
23,Какого класса поездка может быть на самолете?,28,0.6902,0.69,0.0,0.0,"9.4 Приемлема одежда и обувь спортивного стиля, в том числе джинсовая одежда классического направления."
