session_index,question,rank,score,level,number,doc_id,title
30,Какие сведения относятся к коммерческой тайне?,2,0.8792,2,6.1,3d52d932-3a30-4403-bfb1-7d1575434c06,"6.1 Коммерческая тайна - режим конфиденциальности информации, позволяющий ее обладателю при существующих или возможных обстоятельствах увеличить доходы, избежать неоправданных расходов, сохранить положение на рынке товаров, работ, услуг или получить иную коммерческую выгоду."
30,Какие сведения относятся к коммерческой тайне?,3,0.8576,1,7,3d52d932-3a30-4403-bfb1-7d1575434c06,7 Порядок отнесения сведений к коммерческой тайне
30,Какие сведения относятся к коммерческой тайне?,4,0.8278,1,10,3d52d932-3a30-4403-bfb1-7d1575434c06,10 Порядок допуска к коммерческой тайне
30,Какие сведения относятся к коммерческой тайне?,5,0.825,2,2.1,3d52d932-3a30-4403-bfb1-7d1575434c06,Режим коммерческой тайны не может быть установлен в отношении следующих сведений:
30,Какие сведения относятся к коммерческой тайне?,6,0.817,2,2.1,3d52d932-3a30-4403-bfb1-7d1575434c06,Перечень сведений конфиденциального характера
30,Какие сведения относятся к коммерческой тайне?,7,0.8074,1,12,3d52d932-3a30-4403-bfb1-7d1575434c06,12 Ответственность за разглашение коммерческой тайны
30,Какие сведения относятся к коммерческой тайне?,8,0.7973,1,1,3d52d932-3a30-4403-bfb1-7d1575434c06,1 Назначение
30,Какие сведения относятся к коммерческой тайне?,9,0.7943,1,11,3d52d932-3a30-4403-bfb1-7d1575434c06,11 . Порядок прекращения допуска к коммерческой тайне
30,Какие сведения относятся к коммерческой тайне?,10,0.7937,2,6.5,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,"6.5 Разглашение конфиденциальной информации, информации являющейся коммерческой тайной, персональных данных сотрудников Института."
30,Какие сведения относятся к коммерческой тайне?,11,0.7933,2,9.5,3d52d932-3a30-4403-bfb1-7d1575434c06,"9.5 Не использовать сведения, составляющие коммерческую тайну, в научной и педагогической деятельности, в ходе публичных выступлений, интервью."
30,Какие сведения относятся к коммерческой тайне?,12,0.7932,1,2,3d52d932-3a30-4403-bfb1-7d1575434c06,ПОЛОЖЕНИЕ О коммерческой тайне «ПЛ-01-КТ»
30,Какие сведения относятся к коммерческой тайне?,13,0.7894,1,1,3d52d932-3a30-4403-bfb1-7d1575434c06,Приложение А
30,Какие сведения относятся к коммерческой тайне?,14,0.789,1,7,3d52d932-3a30-4403-bfb1-7d1575434c06,Приложение Г
30,Какие сведения относятся к коммерческой тайне?,15,0.7878,2,5.6,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5.6 «Внешняя защита».
31,Что будет если превысить лимиты корпоративной мобильной связи?,1,0.8327,2,6.3,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"6.3 При превышении установленного лимита корпоративной мобильной связи сумма расхода, не подтвержденная производственной необходимостью, подлежит либо оплате работником посредством удержания денежных средств из"
31,Что будет если превысить лимиты корпоративной мобильной связи?,2,0.826,2,4.7,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"4.7 В случаях, вызванных производственной необходимостью, установленный лимит корпоративной связи может быть изменен персонально. Изменение лимита производится на основании личного заявления сотрудника (Приложение</h3><p>О корпоративной мобильной связи</p><p>О корпоративной мобильной связи</p><li>Е) либо служебной записки непосредственного руководителя и приказа генерального директора с 1-го числа месяца, следующего за текущим.</li>"
31,Что будет если превысить лимиты корпоративной мобильной связи?,3,0.8234,2,3.4,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"3.4 Лимит корпоративной мобильной связи - предельная стоимость потребляемых услуг мобильной связи, установленная в Приложении А на каждый календарный месяц."
31,Что будет если превысить лимиты корпоративной мобильной связи?,4,0.8178,2,5.2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"5.2 При использовании корпоративной мобильной связи расходы сверх установленного лимита, и не по назначению подлежат возмещению Институту."
31,Что будет если превысить лимиты корпоративной мобильной связи?,5,0.8089,2,1.1,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,ЗАЯВЛЕНИЕ
31,Что будет если превысить лимиты корпоративной мобильной связи?,6,0.807,1,Е,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,Приложение Е
31,Что будет если превысить лимиты корпоративной мобильной связи?,7,0.7964,2,2.2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,ЗАЯВКА на предоставление корпоративной мобильной связи
31,Что будет если превысить лимиты корпоративной мобильной связи?,8,0.7934,1,7,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"7 Материальная ответственность работника, использующего корпоративную SIM-карту и корпоративный мобильный аппарат"
31,Что будет если превысить лимиты корпоративной мобильной связи?,9,0.7687,2,1.1,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"1.1 Настоящее Положение разработано в целях регулирования исполнения обязанности работодателя, установленной статьей 163 Трудового кодекса Российской Федерации, с целью обеспечить нормальные условия для выполнения работниками служебных обязанностей и использования мобильной связи в деятельности АО «ВолгоградНИПИнефть» (далее по тексту - Институт). Положение определяет порядок предоставления корпоративной мобильной связи сотрудникам Института, устанавливает требования к пользованию корпоративной мобильной связью, нормы и порядок расходов на корпоративную мобильную связь."
31,Что будет если превысить лимиты корпоративной мобильной связи?,10,0.7599,2,6.11,6f828f92-a28f-416f-84dc-b05fd8343b19,"6.11 Всем дистанционным работникам выплачивается компенсация за повышенные расходы на электрическую энергию, Интернет и мобильную связь. Размер компенсации согласовывается генеральным директором и отражается в трудовом договоре или дополнительном соглашении."
31,Что будет если превысить лимиты корпоративной мобильной связи?,11,0.7484,2,8.4,6f828f92-a28f-416f-84dc-b05fd8343b19,"8.4 Трудовой договор с дистанционным работником может быть прекращен в случае изменения работника местности выполнения трудовой функции, если это влечет невозможность исполнения работником обязанностей по трудовому договору на прежних условиях."
31,Что будет если превысить лимиты корпоративной мобильной связи?,12,0.7466,1,2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,СОГЛАСОВАНО:
31,Что будет если превысить лимиты корпоративной мобильной связи?,13,0.7456,2,2.3,6cf2861d-294d-472d-b254-94e74dcfb306,2.3 В целях противодействия коррупции работнику рекомендуется:
31,Что будет если превысить лимиты корпоративной мобильной связи?,14,0.743,2,7.5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"7.5 Лица, виновные в нарушении норм, регулирующих получение, обработку и защиту персональных данных работника, несут дисциплинарную, административную, гражданско-правовую или уголовную ответственность в соответствии с федеральными законами."
31,Что будет если превысить лимиты корпоративной мобильной связи?,15,0.7422,2,3.5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"3.5 Передача персональных данных работника возможна только с согласия работника или в случаях, прямо предусмотренных законодательством"
32,Что будет если превысить лимиты корпоративной мобильной связи?,1,0.9833,1,7,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"7 Материальная ответственность работника, использующего корпоративную SIM-карту и корпоративный мобильный аппарат"
32,Что будет если превысить лимиты корпоративной мобильной связи?,2,0.9708,2,4.7,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"4.7 В случаях, вызванных производственной необходимостью, установленный лимит корпоративной связи может быть изменен персонально. Изменение лимита производится на основании личного заявления сотрудника (Приложение</h3><p>О корпоративной мобильной связи</p><p>О корпоративной мобильной связи</p><li>Е) либо служебной записки непосредственного руководителя и приказа генерального директора с 1-го числа месяца, следующего за текущим.</li>"
32,Что будет если превысить лимиты корпоративной мобильной связи?,3,0.9597,2,3.4,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"3.4 Лимит корпоративной мобильной связи - предельная стоимость потребляемых услуг мобильной связи, установленная в Приложении А на каждый календарный месяц."
32,Что будет если превысить лимиты корпоративной мобильной связи?,4,0.9517,2,5.2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"5.2 При использовании корпоративной мобильной связи расходы сверх установленного лимита, и не по назначению подлежат возмещению Институту."
32,Что будет если превысить лимиты корпоративной мобильной связи?,5,0.9493,2,6.3,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"6.3 При превышении установленного лимита корпоративной мобильной связи сумма расхода, не подтвержденная производственной необходимостью, подлежит либо оплате работником посредством удержания денежных средств из"
32,Что будет если превысить лимиты корпоративной мобильной связи?,6,0.9111,2,2.2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,ЗАЯВКА на предоставление корпоративной мобильной связи
32,Что будет если превысить лимиты корпоративной мобильной связи?,7,0.8796,2,4.7,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,"4.7 Формирование архива сканов договорной документации (договоры, дополнительные соглашения, акты сдачи-приемки выполненных работ)."
32,Что будет если превысить лимиты корпоративной мобильной связи?,8,0.8673,2,6.2,b8b54622-18ad-4302-bea0-e53f1fc46da4,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
32,Что будет если превысить лимиты корпоративной мобильной связи?,9,0.8496,1,7,b8b54622-18ad-4302-bea0-e53f1fc46da4,7 Последовательность формирования реестров экологических аспектов
32,Что будет если превысить лимиты корпоративной мобильной связи?,10,0.8478,2,5.3,b8b54622-18ad-4302-bea0-e53f1fc46da4,5.3 Идентификация экологических аспектов
32,Что будет если превысить лимиты корпоративной мобильной связи?,11,0.8454,2,1.1,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"1.1 Настоящее Положение разработано в целях регулирования исполнения обязанности работодателя, установленной статьей 163 Трудового кодекса Российской Федерации, с целью обеспечить нормальные условия для выполнения работниками служебных обязанностей и использования мобильной связи в деятельности АО «ВолгоградНИПИнефть» (далее по тексту - Институт). Положение определяет порядок предоставления корпоративной мобильной связи сотрудникам Института, устанавливает требования к пользованию корпоративной мобильной связью, нормы и порядок расходов на корпоративную мобильную связь."
32,Что будет если превысить лимиты корпоративной мобильной связи?,12,0.8418,2,2.1,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,Проекты договоров
32,Что будет если превысить лимиты корпоративной мобильной связи?,13,0.8361,2,2.1,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,"Оформление договоров на выполнение работ, оказание услуг"
32,Что будет если превысить лимиты корпоративной мобильной связи?,14,0.8258,1,2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,ПОЛОЖЕНИЕ О корпоративной мобильной связи в АО «ВолгоградНИПИнефть» «ПЛ-13-КМС»
32,Что будет если превысить лимиты корпоративной мобильной связи?,15,0.8253,1,6,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,Приложение 6. Формы журналов отдела
33,Что входит в персональные данные сотрудников?,1,0.8817,2,2.1,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"2.1 Персональные данные работника - информация, необходимая работодателю в связи с трудовыми отношениями и касающиеся конкретного работника. Под информацией о работниках понимаются сведения о фактах, событиях и обстоятельствах жизни работника, позволяющие идентифицировать его личность."
33,Что входит в персональные данные сотрудников?,2,0.836,2,5.5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5.5 «Внутренняя защита».
33,Что входит в персональные данные сотрудников?,3,0.8262,2,4.1,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,4.1 Внутренний доступ (доступ внутри организации).
33,Что входит в персональные данные сотрудников?,4,0.8212,2,5.3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"5.3 Защита персональных данных представляет собой жестко регламентированный и динамически технологический процесс, предупреждающий нарушение доступности, целостности, достоверности и конфиденциальности персональных данных и, в конечном счете, обеспечивающий достаточно надежную безопасность информации в процессе управленческой и производственной деятельности компании."
33,Что входит в персональные данные сотрудников?,5,0.8209,2,2.1,3d52d932-3a30-4403-bfb1-7d1575434c06,Перечень сведений конфиденциального характера
33,Что входит в персональные данные сотрудников?,6,0.8208,2,1.1,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"1.1 Целью данного Положения является защита перс่านльных данных работников от несанкционированного доступа, неправомерного их использования или утраты."
33,Что входит в персональные данные сотрудников?,7,0.8184,2,3.2,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,3.2 В целях обеспечения прав и свобод человека и гражданина работодатель и его представители при обработке персональных данных работника обязаны соблюдать следующие общие требования:
33,Что входит в персональные данные сотрудников?,8,0.8183,2,5.7,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"5.7 Все лица, связанные с получением, обработкой и защитой перс่านных данных, обязаны подписать обязательство о неразглашении персональных данных работников."
33,Что входит в персональные данные сотрудников?,9,0.8158,2,7.5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"7.5 Лица, виновные в нарушении норм, регулирующих получение, обработку и защиту персональных данных работника, несут дисциплинарную, административную, гражданско-правовую или уголовную ответственность в соответствии с федеральными законами."
33,Что входит в персональные данные сотрудников?,10,0.8111,2,3.6,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"3.6 Все меры конфиденциальности при сборе, обработке и хранении персональных данных сотрудника распространяются как на бумажные, так и на электронные (автоматизированные) носители информации"
33,Что входит в персональные данные сотрудников?,11,0.8082,2,6.3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"6.3 В целях защиты персональных данных, хранящихся у работодателя, работник имеет право:"
33,Что входит в персональные данные сотрудников?,12,0.7909,2,3.1,6cf2861d-294d-472d-b254-94e74dcfb306,"3.1 В служебном поведении работнику необходимо исходить из конституционных положений о том, что человек, его права и свободы являются высшей ценностью, и каждый гражданин имеет право на неприкосновенность частной жизни, личную и семейную тайну, защиту чести, достоинства, своего доброго имени."
33,Что входит в персональные данные сотрудников?,13,0.7843,2,2.1,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,АО «ВолгоградНИПИнефть» Положение «ПЛ-20-ЗПДР»
33,Что входит в персональные данные сотрудников?,14,0.7833,2,6.5,6f828f92-a28f-416f-84dc-b05fd8343b19,"6.5 Перечень оборудования, программно-технических средств, средств защиты информации и иных средств, по каждому сотруднику согласовывается генеральным директором индивидуально, исходя из должностной инструкции работника."
33,Что входит в персональные данные сотрудников?,15,0.782,2,4.15,3e5239c1-f580-4fbb-a345-04cdea6b1dc4,"4.15 Ведение учета личного состава работников, оформление личных дел, подготовка и выдача по требованию работника справок и копий документов."
34,Какие данные являются персональными?,1,0.8577,2,2.1,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"2.1 Персональные данные работника - информация, необходимая работодателю в связи с трудовыми отношениями и касающиеся конкретного работника. Под информацией о работниках понимаются сведения о фактах, событиях и обстоятельствах жизни работника, позволяющие идентифицировать его личность."
34,Какие данные являются персональными?,2,0.846,2,2.1,3d52d932-3a30-4403-bfb1-7d1575434c06,Перечень сведений конфиденциального характера
34,Какие данные являются персональными?,3,0.8302,2,1.3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"1.3 Персональные данные относятся к категории конфиденциальной информации. Режим конфиденциальности персональных данных снимается в случаях обезличивания или по истечении 50 лет срока хранения, если иное не определено законом."
34,Какие данные являются персональными?,4,0.8144,2,3.4,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"3.4 Использование персональных данных возможно только в соответствии с целями, определившими их получение."
34,Какие данные являются персональными?,5,0.8097,2,5.3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"5.3 Защита персональных данных представляет собой жестко регламентированный и динамически технологический процесс, предупреждающий нарушение доступности, целостности, достоверности и конфиденциальности персональных данных и, в конечном счете, обеспечивающий достаточно надежную безопасность информации в процессе управленческой и производственной деятельности компании."
34,Какие данные являются персональными?,6,0.8059,2,5.8,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5.8 По возможности персональные данные обезличиваются.
34,Какие данные являются персональными?,7,0.8057,2,5.5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5.5 «Внутренняя защита».
34,Какие данные являются персональными?,8,0.8048,2,7.5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"7.5 Лица, виновные в нарушении норм, регулирующих получение, обработку и защиту персональных данных работника, несут дисциплинарную, административную, гражданско-правовую или уголовную ответственность в соответствии с федеральными законами."
34,Какие данные являются персональными?,9,0.8031,1,3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,3 Обработка персональных данных
34,Какие данные являются персональными?,10,0.7944,2,4.2,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,4.2 Внешний доступ.
34,Какие данные являются персональными?,11,0.7849,2,6.3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"6.3 В целях защиты персональных данных, хранящихся у работодателя, работник имеет право:"
34,Какие данные являются персональными?,12,0.7774,2,3.1,6cf2861d-294d-472d-b254-94e74dcfb306,"3.1 В служебном поведении работнику необходимо исходить из конституционных положений о том, что человек, его права и свободы являются высшей ценностью, и каждый гражданин имеет право на неприкосновенность частной жизни, личную и семейную тайну, защиту чести, достоинства, своего доброго имени."
34,Какие данные являются персональными?,13,0.7709,1,8,3d52d932-3a30-4403-bfb1-7d1575434c06,"8 Сведения, составляющие коммерческую тайну"
34,Какие данные являются персональными?,14,0.7678,2,6.2,3d52d932-3a30-4403-bfb1-7d1575434c06,"6.2 Информация,  составляющая  коммерческую  тайну  (секрет  производства),  сведения любого характера (производственные, технические, экономические, организационные и другие), в том числе о результатах интеллектуальной деятельности в научно-технической сфере, а также сведения о способах осуществления профессиональной деятельности, которые имеют действительную или потенциальную коммерчิескую ценность в силу неизвестности их третьим лицам, к которым у третьих лиц нет свободного доступа на законном основании и в отношении которых обладателем таких сведений введен режим коммерческой тайны."
34,Какие данные являются персональными?,15,0.7652,2,2.1,3d52d932-3a30-4403-bfb1-7d1575434c06,Режим коммерческой тайны не может быть установлен в отношении следующих сведений:
35,Какие задачи у финансового отдела?,1,0.7437,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,ПОЛОЖЕНИЕ Об учетно-финансовом отделе «ПЛ-13»
35,Какие задачи у финансового отдела?,2,0.7377,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 1. Структура отдела
35,Какие задачи у финансового отдела?,3,0.7345,0,None,500e2f88-2aee-47cd-af1f-374bfb07d0c1,ПЛ-13
35,Какие задачи у финансового отдела?,4,0.7345,1,2,48112403-b37a-4ee9-9458-0e3f2f51d465,2 Структура
35,Какие задачи у финансового отдела?,5,0.7343,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
35,Какие задачи у финансового отдела?,6,0.7273,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 2. Перечень внутренней документации ИСМ отдела
35,Какие задачи у финансового отдела?,7,0.7268,1,6,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,Приложение 6. Формы журналов отдела
35,Какие задачи у финансового отдела?,8,0.7151,1,2,3d52d932-3a30-4403-bfb1-7d1575434c06,Финансово-учетная документация:
35,Какие задачи у финансового отдела?,1,0.807,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,1 Общие положения
35,Какие задачи у финансового отдела?,2,0.7995,1,1,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,Приложение 1. Структура отдела
35,Какие задачи у финансового отдела?,3,0.7995,1,1,48112403-b37a-4ee9-9458-0e3f2f51d465,Приложение 1. Структура отдела
35,Какие задачи у финансового отдела?,4,0.7995,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 1. Структура отдела
35,Какие задачи у финансового отдела?,5,0.7995,1,1,3e5239c1-f580-4fbb-a345-04cdea6b1dc4,Приложение 1. Структура отдела
35,Какие задачи у финансового отдела?,6,0.7906,1,4,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,4 Функции
35,Какие задачи у финансового отдела?,7,0.7883,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,ПОЛОЖЕНИЕ Об учетно-финансовом отделе «ПЛ-13»
35,Какие задачи у финансового отдела?,8,0.7877,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,2 Структура
36,Куда нужно класть файлы при регистрации архивов?,1,0.6816,1,2,689ad134-88eb-469c-88cd-35e254e680a3,"Порядок приемки, регистрации и архивирования источников информации."
36,Куда нужно класть файлы при регистрации архивов?,2,0.6619,1,2,689ad134-88eb-469c-88cd-35e254e680a3,ИНСТРУКЦИЯ Регистрация и архивирование источников информации «ИН-15-РегАрх»
36,Куда нужно класть файлы при регистрации архивов?,3,0.6604,1,2,689ad134-88eb-469c-88cd-35e254e680a3,Определения и сокращения
36,Куда нужно класть файлы при регистрации архивов?,5,0.6548,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
36,Куда нужно класть файлы при регистрации архивов?,6,0.6542,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
36,Куда нужно класть файлы при регистрации архивов?,7,0.6433,1,4,42f98718-19b7-4033-b322-b89c595ab0bd,"4 Термины, обозначения, сокращения"
36,Куда нужно класть файлы при регистрации архивов?,8,0.4525,0,None,689ad134-88eb-469c-88cd-35e254e680a3,ИН-15-РегАрх
36,Куда нужно класть файлы при регистрации архивов?,2,0.733,1,4,1381f436-b246-4235-8ac2-f9c7ad474dc8,4 Права доступа к каталогам
36,Куда нужно класть файлы при регистрации архивов?,3,0.7318,1,2,689ad134-88eb-469c-88cd-35e254e680a3,"Порядок приемки, регистрации и архивирования источников информации."
36,Куда нужно класть файлы при регистрации архивов?,4,0.7205,1,2,578e0a05-4db2-412a-bbbe-97cf2aa5f95e,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,5,0.7205,1,2,a4b664fc-78f7-4842-8390-48b66e41db44,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,6,0.7205,1,2,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,7,0.7205,1,2,d837c868-367e-47c9-a669-0d35668bf223,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,8,0.7205,1,2,07635134-c7b3-4b0d-a0b5-da2e6d5b2e0a,Лист регистрации изменений
37,Какая структура у каталогов диска P?,2,0.7831,2,2.1,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,"Оформление договоров на выполнение работ, оказание услуг"
37,Какая структура у каталогов диска P?,3,0.7431,1,4,1381f436-b246-4235-8ac2-f9c7ad474dc8,4 Права доступа к каталогам
37,Какая структура у каталогов диска P?,4,0.7426,2,1.1,1381f436-b246-4235-8ac2-f9c7ad474dc8,"1.1 Настоящая инструкция определяет структуру рабочих каталогов, их содержание, права доступа и правила работы в них."
37,Какая структура у каталогов диска P?,5,0.7389,1,3,a32fd8d9-8b27-4b58-924e-d65f28b9450a,"Приложение 3 Образец документа, заверенного генеральным директором."
37,Какая структура у каталогов диска P?,6,0.7383,2,2.1,a109cc23-575d-4d18-9dfa-56a6e79da6c7,Рабочая инструкция «Структура каталога проекта»
37,Какая структура у каталогов диска P?,7,0.7368,2,3.3,1381f436-b246-4235-8ac2-f9c7ad474dc8,3.3 Название и назначение подкаталогов в основном каталоге проекта формируется в соответствии с рабочими инструкциями соответствующих подразделений:
37,Какая структура у каталогов диска P?,8,0.7364,1,3,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,3 Нормативные ссылки
37,Какая структура у каталогов диска P?,9,0.7314,2,2.1,1381f436-b246-4235-8ac2-f9c7ad474dc8,Общие сведения
37,Какая структура у каталогов диска P?,10,0.7308,2,6.2,a32fd8d9-8b27-4b58-924e-d65f28b9450a,6.2 Формирование ТП.
37,Какая структура у каталогов диска P?,11,0.7307,0,None,1381f436-b246-4235-8ac2-f9c7ad474dc8,РИ-10-СтруктКат
37,Какая структура у каталогов диска P?,12,0.7289,1,1,a32fd8d9-8b27-4b58-924e-d65f28b9450a,Приложение 1 Перечень документированной информации
37,Какая структура у каталогов диска P?,13,0.7269,1,2,578e0a05-4db2-412a-bbbe-97cf2aa5f95e,Нормативные ссылки
37,Какая структура у каталогов диска P?,14,0.7252,1,5,69132fa9-0255-453e-b3a4-2c06c085f8ed,Приложение 5. Шаблоны бланков документированной информации отдела.
37,Какая структура у каталогов диска P?,15,0.7245,2,2.1,11aced3c-a707-407e-86ea-eb17a1a1c87b,Общие сведения
38,Что такое реестр экологических аспектов?,1,0.8897,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Сводный реестр экологических аспектов
38,Что такое реестр экологических аспектов?,2,0.8674,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Итоговый реестр существенных экологических аспектов
38,Что такое реестр экологических аспектов?,3,0.8565,1,7,b8b54622-18ad-4302-bea0-e53f1fc46da4,7 Последовательность формирования реестров экологических аспектов
38,Что такое реестр экологических аспектов?,4,0.8404,2,4.1,b8b54622-18ad-4302-bea0-e53f1fc46da4,4.1 Термины.
38,Что такое реестр экологических аспектов?,5,0.8014,2,6.1,b8b54622-18ad-4302-bea0-e53f1fc46da4,6.1 Методика оценки экологических аспектов
38,Что такое реестр экологических аспектов?,6,0.7917,2,5.3,b8b54622-18ad-4302-bea0-e53f1fc46da4,5.3 Идентификация экологических аспектов
38,Что такое реестр экологических аспектов?,7,0.7888,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Идентификация экологических аспектов
38,Что такое реестр экологических аспектов?,8,0.7881,2,5.1,b8b54622-18ad-4302-bea0-e53f1fc46da4,5.1 Последовательность идентификации экологических аспектов
38,Что такое реестр экологических аспектов?,9,0.7711,2,6.18,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,6.18 Идентификация и оценка рисков в области экологической деятельности регламентирована  процедурой  «Идентификация  экологических  аспектов»  (ПР6.1.2-ИЭА):
38,Что такое реестр экологических аспектов?,10,0.7685,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Процедура Идентификация экологических аспектов ПР-6.1.2-ИЭА
38,Что такое реестр экологических аспектов?,11,0.7663,1,3,b4e2b5d2-431d-4e10-97b5-69902e997854,Приложение 3. Перечень программного обеспечения
38,Что такое реестр экологических аспектов?,12,0.7652,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,СОГЛАСОВАНО:
38,Что такое реестр экологических аспектов?,13,0.7597,0,None,b8b54622-18ad-4302-bea0-e53f1fc46da4,ПР-6.1.2-ИЭА
38,Что такое реестр экологических аспектов?,14,0.7557,1,3,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,3 Нормативные ссылки
38,Что такое реестр экологических аспектов?,15,0.7522,1,3,51f0707f-97b3-49db-a477-bbfb7bc32c51,3 Нормативные ссылки
39,Кому подчиняется полевая партия?,1,0.8406,2,2.1,82e7835d-d852-4441-819d-51e10c2ec9f2,"2.1 Полевая партия подчиняется непосредственно начальнику полевой партии Отдела, руководству Отдела и Института согласно утвержденной организационной структуре."
39,Кому подчиняется полевая партия?,2,0.8303,2,1.3,82e7835d-d852-4441-819d-51e10c2ec9f2,1.3 В своей деятельности полевая партия руководствуется:
39,Кому подчиняется полевая партия?,3,0.8007,1,6,82e7835d-d852-4441-819d-51e10c2ec9f2,6 Ответственность
39,Кому подчиняется полевая партия?,4,0.7947,2,5.4,82e7835d-d852-4441-819d-51e10c2ec9f2,"5.4 Представлять на совещаниях Института предложения по вопросам, входящим в компетенцию полевой партии."
39,Кому подчиняется полевая партия?,5,0.7702,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,Приложение 1 Перечень должностных инструкций полевой партии
39,Кому подчиняется полевая партия?,6,0.7451,1,2,82e7835d-d852-4441-819d-51e10c2ec9f2,ПОЛОЖЕНИЕ О полевой партии отдела инженерных изысканий «ПЛ-08-ПП»
39,Кому подчиняется полевая партия?,7,0.7337,0,None,82e7835d-d852-4441-819d-51e10c2ec9f2,ПЛ-08-ПП
39,Кому подчиняется полевая партия?,8,0.723,1,6,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,6 Полевой контроль и приемка полевых работ
